feature,mean_feature_importance,sd_feature_importance,min_feature_importance,max_feature_importance,rank
embedding_std_291,0.0005773098465327364,0.0001837807842910673,0.0004270870919130832,0.0008763464199408047,265
embedding_std_620,0.0005762040784072326,9.629445485397404e-05,0.00046294602978634597,0.0006653571191972583,266
embedding_std_952,0.0005752981852770727,0.00010156638478796802,0.0003993777546282157,0.0006513610521678709,267
embedding_mean_144,0.000568443635954139,0.00011000511024504638,0.00042258612903769873,0.0007313986278857953,268
embedding_std_86,0.000567650898462972,0.0003295664831455017,0.00030466225065540385,0.0011422865113449804,269
embedding_std_16,0.0005661973996247322,8.556966099541869e-05,0.00045847409999099086,0.0006729756312906622,270
embedding_mean_17,0.0005645483179047932,0.00016778433536711172,0.0003325356473028211,0.0007498243151279491,271
embedding_std_907,0.0005635231826335102,0.0002762114870262605,0.00014320150526903714,0.0008771279728720137,272
embedding_mean_0,0.0005604959779173778,9.993587982756658e-05,0.0004633919063972856,0.0007108860044987416,273
embedding_mean_332,0.0005601269523514417,6.203000018959296e-05,0.0004875440119211593,0.0006073850069566027,274
embedding_std_65,0.0005597262419607429,0.0001124890954850901,0.0004044023530794744,0.0007088633688685825,275
